Supplier_Name,Supplier_CIN,Supplier_GSTIN,Supplier_Address,Supplier_State,Buyer_Name,Buyer_CIN,Buyer_GSTIN,Buyer_Address,Buyer_State,Invoice_Number,Invoice_Date,HSN_Code,Item_Description,Quantity,Unit,Rate_per_Unit,Total_Amount_ex_GST,CGST,SGST_UTGST,IGST,Taxable_Value,Total_Invoice_Value_with_GST,Payment_Type,ITC_Claimed,Transaction_ID,Payment_Flow,Amount,Date,Fraud_Label,Suspicious_Pattern_Flags,supplier_cin,buyer_cin,amount_num,itc_num,cgst,sgst,igst,gst_total,is_suspicious_flag,source,target,Payment_Type_enc,HSN_Code_enc,taxable_value
Company_1963,CIN001963,GST001963,"626, West Bengal",Maharashtra,Company_1667,CIN001667,GST001667,"27, Delhi",West Bengal,INV00006875,2023-08-15,8523,Software License,150,box,6477,938957,84506,84506,0,938957,1008624,Cash,1,TXN00006875,CIN001963->CIN001667,1008624,2023-06-02,1,Round Tripping,CIN001963,CIN001667,1008624,1,84506,84506,0,169012,True,1935,292,0,3,0
Company_1690,CIN001690,GST001690,"232, Tamil Nadu",Maharashtra,Company_621,CIN000621,GST000621,"848, Karnataka",Maharashtra,INV00006876,2023-02-19,8517,Mobile,3,kg,3205,32321,2908,2908,0,32321,35409,Cheque,0,TXN00006876,CIN001690->CIN000621,35409,2023-01-05,0,,CIN001690,CIN000621,35409,0,2908,2908,0,5816,False,182,564,1,2,0
Company_666,CIN000666,GST000666,"530, Delhi",Uttar Pradesh,Company_1080,CIN001080,GST001080,"962, Uttar Pradesh",Maharashtra,INV00006877,2023-07-24,8471,Laptop,8,kg,8425,8433,758,758,1722,8433,9567,NEFT,1,TXN00006877,CIN000666->CIN001080,9567,2023-03-22,0,,CIN000666,CIN001080,9567,1,758,758,1722,3238,False,830,1791,2,1,0
Company_459,CIN000459,GST000459,"984, Tamil Nadu",Tamil Nadu,Company_1236,CIN001236,GST001236,"763, West Bengal",Delhi,INV00006878,2023-03-27,8471,Laptop,116,kg,6860,1645361,148082,148082,0,1645361,1718702,UPI,1,TXN00006878,CIN000459->CIN001236,1718702,2023-03-28,1,Round Tripping,CIN000459,CIN001236,1718702,1,148082,148082,0,296164,True,339,1655,4,1,0
Company_1598,CIN001598,GST001598,"655, Tamil Nadu",Uttar Pradesh,Company_1879,CIN001879,GST001879,"819, Uttar Pradesh",Tamil Nadu,INV00006879,2023-01-07,9403,Furniture,1,ltr,6662,72789,6551,6551,0,72789,75883,UPI,1,TXN00006879,CIN001598->CIN001879,75883,2023-07-18,0,,CIN001598,CIN001879,75883,1,6551,6551,0,13102,False,595,383,4,4,0
Company_636,CIN000636,GST000636,"112, Maharashtra",Maharashtra,Company_1362,CIN001362,GST001362,"201, Karnataka",West Bengal,INV00006880,2023-01-09,9403,Furniture,1,box,4653,70453,6340,6340,0,70453,73048,Cheque,1,TXN00006880,CIN000636->CIN001362,73048,2023-07-09,0,,CIN000636,CIN001362,73048,1,6340,6340,0,12680,False,1047,435,1,4,0
Company_89,CIN000089,GST000089,"204, Uttar Pradesh",Karnataka,Company_620,CIN000620,GST000620,"467, Maharashtra",Gujarat,INV00006881,2023-04-26,1101,Raw Material,158,box,4683,575245,51772,51772,0,575245,670628,Cash,1,TXN00006881,CIN000089->CIN000620,670628,2023-06-26,1,Round Tripping,CIN000089,CIN000620,670628,1,51772,51772,0,103544,True,1498,450,0,0,0
Company_110,CIN000110,GST000110,"160, Uttar Pradesh",Maharashtra,Company_1991,CIN001991,GST001991,"570, Karnataka",Uttar Pradesh,INV00006882,2023-04-13,9403,Furniture,4,box,1430,48668,4380,4380,0,48668,52495,RTGS,1,TXN00006882,CIN000110->CIN001991,52495,2023-10-01,0,,CIN000110,CIN001991,52495,1,4380,4380,0,8760,False,911,1520,3,4,0
Company_863,CIN000863,GST000863,"370, Tamil Nadu",Delhi,Company_1943,CIN001943,GST001943,"447, Uttar Pradesh",Delhi,INV00006883,2023-06-30,1101,Raw Material,2,ltr,4456,9852,886,886,0,9852,10418,NEFT,1,TXN00006883,CIN000863->CIN001943,10418,2023-09-22,0,,CIN000863,CIN001943,10418,1,886,886,0,1772,False,569,766,2,0,0
Company_1356,CIN001356,GST001356,"132, West Bengal",Uttar Pradesh,Company_1644,CIN001644,GST001644,"423, Maharashtra",West Bengal,INV00006884,2023-05-16,8471,Laptop,12,box,3095,95206,8568,8568,0,95206,97553,UPI,1,TXN00006884,CIN001356->CIN001644,97553,2023-07-07,0,,CIN001356,CIN001644,97553,1,8568,8568,0,17136,False,1266,621,4,1,0
Company_780,CIN000780,GST000780,"706, Tamil Nadu",West Bengal,Company_8,CIN000008,GST000008,"34, Tamil Nadu",Tamil Nadu,INV00006885,2023-08-12,8471,Laptop,4,ltr,3740,63349,5701,5701,0,63349,69921,NEFT,1,TXN00006885,CIN000780->CIN000008,69921,2023-04-21,0,,CIN000780,CIN000008,69921,1,5701,5701,0,11402,False,1678,1466,2,1,0
Company_1650,CIN001650,GST001650,"212, Karnataka",Maharashtra,Company_557,CIN000557,GST000557,"509, Uttar Pradesh",Uttar Pradesh,INV00006886,2023-09-08,1101,Raw Material,12,kg,254,24414,2197,2197,0,24414,28151,Cash,1,TXN00006886,CIN001650->CIN000557,28151,2023-10-27,0,,CIN001650,CIN000557,28151,1,2197,2197,0,4394,False,422,1568,0,0,0
Company_1975,CIN001975,GST001975,"899, Maharashtra",Karnataka,Company_1437,CIN001437,GST001437,"765, Uttar Pradesh",Delhi,INV00006887,2023-10-18,1101,Raw Material,10,box,2156,46527,4187,4187,9628,46527,53489,NEFT,0,TXN00006887,CIN001975->CIN001437,53489,2023-08-24,0,,CIN001975,CIN001437,53489,0,4187,4187,9628,18002,False,420,1724,2,0,0
Company_1349,CIN001349,GST001349,"376, Gujarat",Uttar Pradesh,Company_1775,CIN001775,GST001775,"791, Karnataka",West Bengal,INV00006888,2023-03-01,8471,Laptop,4,pcs,7008,58805,5292,5292,0,58805,63000,UPI,1,TXN00006888,CIN001349->CIN001775,63000,2023-04-20,0,,CIN001349,CIN001775,63000,1,5292,5292,0,10584,False,202,1142,4,1,0
Company_1239,CIN001239,GST001239,"522, Uttar Pradesh",West Bengal,Company_594,CIN000594,GST000594,"720, Tamil Nadu",Gujarat,INV00006889,2023-11-14,1101,Raw Material,13,pcs,7487,32366,2912,2912,0,32366,37945,UPI,1,TXN00006889,CIN001239->CIN000594,37945,2023-10-29,0,,CIN001239,CIN000594,37945,1,2912,2912,0,5824,False,1750,1538,4,0,0
Company_930,CIN000930,GST000930,"734, West Bengal",Karnataka,Company_1557,CIN001557,GST001557,"177, Gujarat",Delhi,INV00006890,2023-02-09,9403,Furniture,5,ltr,3789,12261,1103,1103,0,12261,12896,NEFT,1,TXN00006890,CIN000930->CIN001557,12896,2023-07-03,0,,CIN000930,CIN001557,12896,1,1103,1103,0,2206,False,637,1689,2,4,0
Company_781,CIN000781,GST000781,"274, West Bengal",Gujarat,Company_20,CIN000020,GST000020,"96, Gujarat",Karnataka,INV00006891,2023-05-21,8517,Mobile,3,pcs,2857,67077,6036,6036,0,67077,76002,Cash,0,TXN00006891,CIN000781->CIN000020,76002,2023-02-21,0,,CIN000781,CIN000020,76002,0,6036,6036,0,12072,False,901,669,0,2,0
Company_703,CIN000703,GST000703,"461, West Bengal",Karnataka,Company_1497,CIN001497,GST001497,"61, West Bengal",Maharashtra,INV00006892,2023-07-19,8523,Software License,13,ltr,2950,58751,5287,5287,0,58751,61465,Cash,1,TXN00006892,CIN000703->CIN001497,61465,2023-03-29,0,,CIN000703,CIN001497,61465,1,5287,5287,0,10574,False,1936,205,0,3,0
Company_428,CIN000428,GST000428,"773, Maharashtra",Delhi,Company_1949,CIN001949,GST001949,"789, Gujarat",West Bengal,INV00006893,2023-04-28,8517,Mobile,5,box,7153,34811,3132,3132,0,34811,38603,Cash,1,TXN00006893,CIN000428->CIN001949,38603,2023-11-08,0,,CIN000428,CIN001949,38603,1,3132,3132,0,6264,False,224,141,0,2,0
Company_1976,CIN001976,GST001976,"1, Maharashtra",Maharashtra,Company_3,CIN000003,GST000003,"977, Maharashtra",Karnataka,INV00006894,2023-01-27,1101,Raw Material,13,kg,4185,15648,1408,1408,2963,15648,16465,Cheque,0,TXN00006894,CIN001976->CIN000003,16465,2023-01-19,0,,CIN001976,CIN000003,16465,0,1408,1408,2963,5779,False,1853,1255,1,0,0
Company_1561,CIN001561,GST001561,"709, West Bengal",Tamil Nadu,Company_208,CIN000208,GST000208,"855, Karnataka",Delhi,INV00006895,2023-08-09,8517,Mobile,1,pcs,5599,62614,5635,5635,11609,62614,64496,Cheque,1,TXN00006895,CIN001561->CIN000208,64496,2023-04-04,0,,CIN001561,CIN000208,64496,1,5635,5635,11609,22879,False,1911,265,1,2,0
Company_845,CIN000845,GST000845,"977, Maharashtra",Gujarat,Company_410,CIN000410,GST000410,"140, West Bengal",Gujarat,INV00006896,2023-03-26,8471,Laptop,10,ltr,2272,57104,5139,5139,11155,57104,61975,UPI,1,TXN00006896,CIN000845->CIN000410,61975,2023-11-05,0,,CIN000845,CIN000410,61975,1,5139,5139,11155,21433,False,1388,1751,4,1,0
Company_1260,CIN001260,GST001260,"786, Delhi",West Bengal,Company_1943,CIN001943,GST001943,"447, Uttar Pradesh",Delhi,INV00006897,2023-01-21,8471,Laptop,6,box,3270,51940,4674,4674,9717,51940,53987,Cash,1,TXN00006897,CIN001260->CIN001943,53987,2023-03-23,0,,CIN001260,CIN001943,53987,1,4674,4674,9717,19065,False,991,766,0,1,0
Company_402,CIN000402,GST000402,"205, West Bengal",Gujarat,Company_338,CIN000338,GST000338,"989, Uttar Pradesh",Maharashtra,INV00006898,2023-02-19,9403,Furniture,3,box,2517,58288,5245,5245,11450,58288,63615,RTGS,0,TXN00006898,CIN000402->CIN000338,63615,2023-01-17,0,,CIN000402,CIN000338,63615,0,5245,5245,11450,21940,False,1937,1567,3,4,0
Company_743,CIN000743,GST000743,"995, Uttar Pradesh",Tamil Nadu,Company_688,CIN000688,GST000688,"515, Karnataka",Maharashtra,INV00006899,2023-01-09,8471,Laptop,8,box,8315,1474437,132699,132699,0,1474437,1668693,Cheque,1,TXN00006899,CIN000743->CIN000688,1668693,2023-03-10,1,Fake Invoice,CIN000743,CIN000688,1668693,1,132699,132699,0,265398,True,1269,773,1,1,0
Company_1770,CIN001770,GST001770,"876, Gujarat",Tamil Nadu,Company_1842,CIN001842,GST001842,"624, Gujarat",Uttar Pradesh,INV00006900,2023-11-22,8471,Laptop,5,pcs,2650,70889,6380,6380,14184,70889,78803,Cash,1,TXN00006900,CIN001770->CIN001842,78803,2023-08-01,0,,CIN001770,CIN001842,78803,1,6380,6380,14184,26944,False,1405,257,0,1,0
Company_909,CIN000909,GST000909,"768, West Bengal",Gujarat,Company_980,CIN000980,GST000980,"634, West Bengal",Tamil Nadu,INV00006901,2023-07-12,8523,Software License,14,box,4873,14776,1329,1329,3099,14776,17220,RTGS,1,TXN00006901,CIN000909->CIN000980,17220,2023-08-23,0,,CIN000909,CIN000980,17220,1,1329,1329,3099,5757,False,1692,1155,3,3,0
Company_725,CIN000725,GST000725,"599, Gujarat",Tamil Nadu,Company_1252,CIN001252,GST001252,"820, Tamil Nadu",Maharashtra,INV00006902,2023-03-05,8471,Laptop,194,box,7483,730465,65741,65741,0,730465,816211,NEFT,1,TXN00006902,CIN000725->CIN001252,816211,2023-09-02,1,Dummy Buyer,CIN000725,CIN001252,816211,1,65741,65741,0,131482,True,846,1210,2,1,0
Company_454,CIN000454,GST000454,"938, Gujarat",West Bengal,Company_1170,CIN001170,GST001170,"283, Delhi",Uttar Pradesh,INV00006903,2023-04-30,8523,Software License,45,box,6463,1593604,143424,143424,0,1593604,1825495,Cheque,1,TXN00006903,CIN000454->CIN001170,1825495,2023-04-11,1,Dummy Buyer,CIN000454,CIN001170,1825495,1,143424,143424,0,286848,True,1938,1636,1,3,0
Company_1261,CIN001261,GST001261,"719, Karnataka",Gujarat,Company_1989,CIN001989,GST001989,"203, Maharashtra",West Bengal,INV00006904,2023-10-20,1101,Raw Material,12,box,7429,78014,7021,7021,15421,78014,85674,UPI,1,TXN00006904,CIN001261->CIN001989,85674,2023-09-28,0,,CIN001261,CIN001989,85674,1,7021,7021,15421,29463,False,1055,1583,4,0,0
Company_564,CIN000564,GST000564,"137, Karnataka",West Bengal,Company_1544,CIN001544,GST001544,"20, West Bengal",Karnataka,INV00006905,2023-09-04,9403,Furniture,7,box,5478,53147,4783,4783,0,53147,55453,NEFT,1,TXN00006905,CIN000564->CIN001544,55453,2023-11-12,0,,CIN000564,CIN001544,55453,1,4783,4783,0,9566,False,1554,1446,2,4,0
Company_914,CIN000914,GST000914,"326, Tamil Nadu",West Bengal,Company_1051,CIN001051,GST001051,"277, Tamil Nadu",Karnataka,INV00006906,2023-03-20,9403,Furniture,12,kg,1417,14533,1307,1307,0,14533,17073,Cheque,1,TXN00006906,CIN000914->CIN001051,17073,2023-04-12,0,,CIN000914,CIN001051,17073,1,1307,1307,0,2614,False,1216,1847,1,4,0
Company_994,CIN000994,GST000994,"842, Gujarat",West Bengal,Company_555,CIN000555,GST000555,"559, Karnataka",Gujarat,INV00006907,2023-08-29,8471,Laptop,11,pcs,2588,8112,730,730,1688,8112,9381,NEFT,1,TXN00006907,CIN000994->CIN000555,9381,2023-03-30,0,,CIN000994,CIN000555,9381,1,730,730,1688,3148,False,153,436,2,1,0
Company_902,CIN000902,GST000902,"291, Tamil Nadu",Karnataka,Company_256,CIN000256,GST000256,"344, Tamil Nadu",Gujarat,INV00006908,2023-07-06,8517,Mobile,12,box,8400,47900,4311,4311,0,47900,50550,NEFT,1,TXN00006908,CIN000902->CIN000256,50550,2023-09-17,0,,CIN000902,CIN000256,50550,1,4311,4311,0,8622,False,1899,83,2,2,0
Company_306,CIN000306,GST000306,"216, Gujarat",Maharashtra,Company_44,CIN000044,GST000044,"747, Delhi",Karnataka,INV00006909,2023-06-05,8471,Laptop,5,pcs,4044,60167,5415,5415,0,60167,63775,Cash,1,TXN00006909,CIN000306->CIN000044,63775,2023-10-12,0,,CIN000306,CIN000044,63775,1,5415,5415,0,10830,False,1908,1637,0,1,0
Company_1622,CIN001622,GST001622,"963, Uttar Pradesh",Uttar Pradesh,Company_992,CIN000992,GST000992,"239, Gujarat",Uttar Pradesh,INV00006910,2023-03-22,1101,Raw Material,133,pcs,2803,1287625,115886,115886,0,1287625,1352762,Cheque,1,TXN00006910,CIN001622->CIN000992,1352762,2023-03-29,1,Round Tripping,CIN001622,CIN000992,1352762,1,115886,115886,0,231772,True,1206,1061,1,0,0
Company_325,CIN000325,GST000325,"434, Karnataka",Tamil Nadu,Company_1352,CIN001352,GST001352,"349, Maharashtra",Karnataka,INV00006911,2023-11-12,8523,Software License,13,ltr,5575,69776,6279,6279,0,69776,73284,UPI,0,TXN00006911,CIN000325->CIN001352,73284,2023-11-01,0,,CIN000325,CIN001352,73284,0,6279,6279,0,12558,False,124,1094,4,3,0
Company_413,CIN000413,GST000413,"937, Tamil Nadu",Maharashtra,Company_1746,CIN001746,GST001746,"707, Gujarat",Uttar Pradesh,INV00006912,2023-08-09,8517,Mobile,5,pcs,1350,23295,2096,2096,0,23295,24075,NEFT,0,TXN00006912,CIN000413->CIN001746,24075,2023-06-02,0,,CIN000413,CIN001746,24075,0,2096,2096,0,4192,False,402,1490,2,2,0
Company_793,CIN000793,GST000793,"240, Tamil Nadu",West Bengal,Company_1687,CIN001687,GST001687,"401, Tamil Nadu",West Bengal,INV00006913,2023-02-26,8517,Mobile,1,kg,4265,45612,4105,4105,8598,45612,47767,RTGS,1,TXN00006913,CIN000793->CIN001687,47767,2023-01-20,0,,CIN000793,CIN001687,47767,1,4105,4105,8598,16808,False,344,817,3,2,0
Company_1464,CIN001464,GST001464,"23, Gujarat",Tamil Nadu,Company_209,CIN000209,GST000209,"877, Maharashtra",Tamil Nadu,INV00006914,2023-10-28,8523,Software License,14,kg,2743,33685,3031,3031,0,33685,36648,NEFT,1,TXN00006914,CIN001464->CIN000209,36648,2023-04-10,0,,CIN001464,CIN000209,36648,1,3031,3031,0,6062,False,1209,807,2,3,0
Company_297,CIN000297,GST000297,"121, West Bengal",Gujarat,Company_487,CIN000487,GST000487,"942, Karnataka",Karnataka,INV00006915,2023-04-03,8523,Software License,1,box,1054,34266,3083,3083,6709,34266,37274,Cash,1,TXN00006915,CIN000297->CIN000487,37274,2023-11-23,0,,CIN000297,CIN000487,37274,1,3083,3083,6709,12875,False,593,1110,0,3,0
Company_1542,CIN001542,GST001542,"697, Maharashtra",Uttar Pradesh,Company_1837,CIN001837,GST001837,"738, Gujarat",Maharashtra,INV00006916,2023-06-21,8523,Software License,9,kg,819,50311,4527,4527,10335,50311,57418,Cheque,0,TXN00006916,CIN001542->CIN001837,57418,2023-10-13,0,,CIN001542,CIN001837,57418,0,4527,4527,10335,19389,False,267,504,1,3,0
Company_302,CIN000302,GST000302,"356, Uttar Pradesh",Delhi,Company_919,CIN000919,GST000919,"594, Gujarat",Gujarat,INV00006917,2023-03-09,1101,Raw Material,5,kg,9197,27750,2497,2497,0,27750,28602,UPI,1,TXN00006917,CIN000302->CIN000919,28602,2023-09-01,0,,CIN000302,CIN000919,28602,1,2497,2497,0,4994,False,1383,614,4,0,0
Company_1573,CIN001573,GST001573,"994, Uttar Pradesh",Maharashtra,Company_441,CIN000441,GST000441,"530, Uttar Pradesh",Tamil Nadu,INV00006918,2023-03-11,8517,Mobile,24,pcs,5089,1030099,92708,92708,0,1030099,1142282,RTGS,1,TXN00006918,CIN001573->CIN000441,1142282,2023-04-08,1,Dummy Buyer,CIN001573,CIN000441,1142282,1,92708,92708,0,185416,True,631,1339,3,2,0
Company_711,CIN000711,GST000711,"998, Uttar Pradesh",Karnataka,Company_1339,CIN001339,GST001339,"2, Uttar Pradesh",West Bengal,INV00006919,2023-08-10,8517,Mobile,12,box,8838,77801,7002,7002,0,77801,89703,RTGS,1,TXN00006919,CIN000711->CIN001339,89703,2023-07-12,0,,CIN000711,CIN001339,89703,1,7002,7002,0,14004,False,77,1870,3,2,0
Company_517,CIN000517,GST000517,"319, West Bengal",Uttar Pradesh,Company_1644,CIN001644,GST001644,"423, Maharashtra",West Bengal,INV00006920,2023-03-03,8517,Mobile,9,box,3248,31981,2878,2878,6273,31981,34851,Cash,1,TXN00006920,CIN000517->CIN001644,34851,2023-03-29,0,,CIN000517,CIN001644,34851,1,2878,2878,6273,12029,False,296,621,0,2,0
Company_735,CIN000735,GST000735,"915, West Bengal",Tamil Nadu,Company_1183,CIN001183,GST001183,"416, Karnataka",Uttar Pradesh,INV00006921,2023-10-19,9403,Furniture,6,pcs,6569,31500,2835,2835,0,31500,36467,Cheque,1,TXN00006921,CIN000735->CIN001183,36467,2023-05-31,0,,CIN000735,CIN001183,36467,1,2835,2835,0,5670,False,201,1371,1,4,0
Company_1661,CIN001661,GST001661,"640, Tamil Nadu",Delhi,Company_1008,CIN001008,GST001008,"746, Maharashtra",Gujarat,INV00006922,2023-08-14,9403,Furniture,5,pcs,2336,86853,7816,7816,0,86853,96777,UPI,1,TXN00006922,CIN001661->CIN001008,96777,2023-01-07,0,,CIN001661,CIN001008,96777,1,7816,7816,0,15632,False,1869,1262,4,4,0
Company_1614,CIN001614,GST001614,"39, Maharashtra",Tamil Nadu,Company_1924,CIN001924,GST001924,"634, Tamil Nadu",Maharashtra,INV00006923,2023-11-20,9403,Furniture,120,ltr,5504,531322,47818,47818,0,531322,590358,Cheque,1,TXN00006923,CIN001614->CIN001924,590358,2023-06-28,1,Dummy Buyer,CIN001614,CIN001924,590358,1,47818,47818,0,95636,True,977,538,1,4,0
Company_1091,CIN001091,GST001091,"685, Gujarat",Gujarat,Company_1640,CIN001640,GST001640,"279, Maharashtra",West Bengal,INV00006924,2023-11-26,1101,Raw Material,9,ltr,1440,31293,2816,2816,5770,31293,32057,UPI,1,TXN00006924,CIN001091->CIN001640,32057,2023-02-23,0,,CIN001091,CIN001640,32057,1,2816,2816,5770,11402,False,424,1501,4,0,0
Company_809,CIN000809,GST000809,"228, Uttar Pradesh",Karnataka,Company_571,CIN000571,GST000571,"482, Maharashtra",Delhi,INV00006925,2023-09-24,8517,Mobile,192,ltr,9453,1374973,123747,123747,0,1374973,1440811,NEFT,1,TXN00006925,CIN000809->CIN000571,1440811,2023-04-30,1,High Amount,CIN000809,CIN000571,1440811,1,123747,123747,0,247494,True,1015,596,2,2,0
Company_928,CIN000928,GST000928,"13, Uttar Pradesh",Uttar Pradesh,Company_285,CIN000285,GST000285,"88, Uttar Pradesh",Uttar Pradesh,INV00006926,2023-10-28,8523,Software License,9,kg,6605,63719,5734,5734,0,63719,67308,Cheque,1,TXN00006926,CIN000928->CIN000285,67308,2023-01-10,0,,CIN000928,CIN000285,67308,1,5734,5734,0,11468,False,370,1817,1,3,0
Company_1039,CIN001039,GST001039,"689, Karnataka",West Bengal,Company_1695,CIN001695,GST001695,"906, Delhi",Uttar Pradesh,INV00006927,2023-10-23,8471,Laptop,2,kg,4877,76711,6903,6903,0,76711,79700,RTGS,0,TXN00006927,CIN001039->CIN001695,79700,2023-03-10,0,,CIN001039,CIN001695,79700,0,6903,6903,0,13806,False,1646,1543,3,1,0
Company_1595,CIN001595,GST001595,"202, Maharashtra",Tamil Nadu,Company_6,CIN000006,GST000006,"954, Delhi",Gujarat,INV00006928,2023-08-18,8517,Mobile,4,kg,5819,79133,7121,7121,0,79133,84990,Cheque,1,TXN00006928,CIN001595->CIN000006,84990,2023-08-24,0,,CIN001595,CIN000006,84990,1,7121,7121,0,14242,False,1241,34,1,2,0
Company_518,CIN000518,GST000518,"328, Delhi",Delhi,Company_158,CIN000158,GST000158,"380, West Bengal",Delhi,INV00006929,2023-03-08,9403,Furniture,8,ltr,796,92726,8345,8345,17136,92726,95200,Cash,0,TXN00006929,CIN000518->CIN000158,95200,2023-08-26,0,,CIN000518,CIN000158,95200,0,8345,8345,17136,33826,False,1303,1164,0,4,0
Company_238,CIN000238,GST000238,"910, Uttar Pradesh",West Bengal,Company_1240,CIN001240,GST001240,"250, Karnataka",West Bengal,INV00006930,2023-06-12,8523,Software License,7,box,3180,90096,8108,8108,0,90096,94359,UPI,1,TXN00006930,CIN000238->CIN001240,94359,2023-11-12,0,,CIN000238,CIN001240,94359,1,8108,8108,0,16216,False,1037,1463,4,3,0
Company_1790,CIN001790,GST001790,"126, Uttar Pradesh",Maharashtra,Company_1121,CIN001121,GST001121,"239, Gujarat",Maharashtra,INV00006931,2023-06-05,8471,Laptop,2,pcs,968,58297,5246,5246,0,58297,59948,RTGS,1,TXN00006931,CIN001790->CIN001121,59948,2023-01-16,0,,CIN001790,CIN001121,59948,1,5246,5246,0,10492,False,213,60,3,1,0
Company_1954,CIN001954,GST001954,"529, Delhi",Maharashtra,Company_1245,CIN001245,GST001245,"676, Gujarat",Karnataka,INV00006932,2023-01-24,8523,Software License,11,box,9040,18839,1695,1695,0,18839,21848,NEFT,1,TXN00006932,CIN001954->CIN001245,21848,2023-11-06,0,,CIN001954,CIN001245,21848,1,1695,1695,0,3390,False,301,89,2,3,0
Company_1420,CIN001420,GST001420,"730, West Bengal",Karnataka,Company_1313,CIN001313,GST001313,"519, Karnataka",Uttar Pradesh,INV00006933,2023-11-02,8471,Laptop,2,pcs,6331,72713,6544,6544,0,72713,84733,RTGS,1,TXN00006933,CIN001420->CIN001313,84733,2023-11-20,0,,CIN001420,CIN001313,84733,1,6544,6544,0,13088,False,210,1816,3,1,0
Company_861,CIN000861,GST000861,"212, Karnataka",Delhi,Company_272,CIN000272,GST000272,"652, Tamil Nadu",Maharashtra,INV00006934,2023-05-23,8517,Mobile,12,box,2611,93224,8390,8390,0,93224,96772,UPI,0,TXN00006934,CIN000861->CIN000272,96772,2023-06-26,0,,CIN000861,CIN000272,96772,0,8390,8390,0,16780,False,317,1575,4,2,0
Company_399,CIN000399,GST000399,"772, Maharashtra",Karnataka,Company_1938,CIN001938,GST001938,"72, Tamil Nadu",Delhi,INV00006935,2023-09-18,9403,Furniture,32,pcs,7840,1530650,137758,137758,317660,1530650,1764779,UPI,1,TXN00006935,CIN000399->CIN001938,1764779,2023-02-17,1,Dummy Buyer,CIN000399,CIN001938,1764779,1,137758,137758,317660,593176,True,1480,1596,4,4,0
Company_1491,CIN001491,GST001491,"523, Gujarat",Karnataka,Company_923,CIN000923,GST000923,"97, Maharashtra",Karnataka,INV00006936,2023-04-26,8471,Laptop,8,pcs,7231,77967,7017,7017,0,77967,85268,Cash,1,TXN00006936,CIN001491->CIN000923,85268,2023-09-24,0,,CIN001491,CIN000923,85268,1,7017,7017,0,14034,False,1693,1319,0,1,0
Company_267,CIN000267,GST000267,"200, West Bengal",Gujarat,Company_327,CIN000327,GST000327,"572, Tamil Nadu",Karnataka,INV00006937,2023-02-28,9403,Furniture,11,ltr,1082,47051,4234,4234,8738,47051,48549,NEFT,1,TXN00006937,CIN000267->CIN000327,48549,2023-04-03,0,,CIN000267,CIN000327,48549,1,4234,4234,8738,17206,False,1774,1178,2,4,0
Company_551,CIN000551,GST000551,"485, Maharashtra",Delhi,Company_813,CIN000813,GST000813,"162, Uttar Pradesh",Gujarat,INV00006938,2023-04-15,1101,Raw Material,14,kg,4848,56639,5097,5097,0,56639,58334,RTGS,1,TXN00006938,CIN000551->CIN000813,58334,2023-07-16,0,,CIN000551,CIN000813,58334,1,5097,5097,0,10194,False,1939,1489,3,0,0
Company_1742,CIN001742,GST001742,"664, Tamil Nadu",West Bengal,Company_942,CIN000942,GST000942,"951, Uttar Pradesh",West Bengal,INV00006939,2023-08-08,1101,Raw Material,12,kg,303,74685,6721,6721,0,74685,84840,Cash,0,TXN00006939,CIN001742->CIN000942,84840,2023-04-19,0,,CIN001742,CIN000942,84840,0,6721,6721,0,13442,False,1651,1735,0,0,0
Company_989,CIN000989,GST000989,"77, Gujarat",Karnataka,Company_1828,CIN001828,GST001828,"761, Tamil Nadu",West Bengal,INV00006940,2023-10-07,8471,Laptop,9,box,3552,13306,1197,1197,0,13306,15453,NEFT,1,TXN00006940,CIN000989->CIN001828,15453,2023-11-06,0,,CIN000989,CIN001828,15453,1,1197,1197,0,2394,False,1202,1136,2,1,0
Company_1595,CIN001595,GST001595,"202, Maharashtra",Tamil Nadu,Company_852,CIN000852,GST000852,"993, Gujarat",Delhi,INV00006941,2023-09-14,8471,Laptop,14,ltr,5370,504595,45413,45413,0,504595,566240,Cheque,1,TXN00006941,CIN001595->CIN000852,566240,2023-01-17,1,Round Tripping,CIN001595,CIN000852,566240,1,45413,45413,0,90826,True,1241,958,1,1,0
Company_594,CIN000594,GST000594,"720, Tamil Nadu",Gujarat,Company_194,CIN000194,GST000194,"496, Uttar Pradesh",Uttar Pradesh,INV00006942,2023-04-24,8523,Software License,99,pcs,4727,1150224,103520,103520,0,1150224,1174148,UPI,1,TXN00006942,CIN000594->CIN000194,1174148,2023-04-15,1,Fake Invoice,CIN000594,CIN000194,1174148,1,103520,103520,0,207040,True,1538,72,4,3,0
Company_1900,CIN001900,GST001900,"745, West Bengal",Uttar Pradesh,Company_71,CIN000071,GST000071,"284, Gujarat",Gujarat,INV00006943,2023-11-13,8517,Mobile,5,ltr,4858,27161,2444,2444,0,27161,29298,UPI,1,TXN00006943,CIN001900->CIN000071,29298,2023-11-05,0,,CIN001900,CIN000071,29298,1,2444,2444,0,4888,False,1549,1839,4,2,0
