company_cin,company_gid,num_invoices_sent,total_sent_amount,avg_sent_amount,total_itc_sent,num_suspicious_sent,num_fraud_invoices_sent,unique_buyers,num_invoices_received,total_received_amount,avg_received_amount,total_itc_received,num_suspicious_received,num_fraud_invoices_received,unique_suppliers,total_invoices,total_amount_all,avg_invoice_amount_all,total_itc_all,num_fraud_invoices,num_suspicious_flags,unique_partners,itc_ratio,company_name,state,address,pagerank,clustering_coeff,in_degree,out_degree,label
CIN000957,1075,3.0,154398.0,51466.0,1.0,0.0,0.0,3.0,8.0,1065518.0,133189.75,6.0,1.0,1.0,8.0,11.0,1219916.0,92327.875,7.0,1.0,1.0,11.0,5.738100000327892e-06,Company_957,Gujarat,"910, Tamil Nadu",0.0006619903263499479,0.0,8,3,1
CIN001130,1076,8.0,3575481.0,446935.125,5.0,3.0,3.0,8.0,4.0,202631.0,50657.75,3.0,0.0,0.0,4.0,12.0,3778112.0,248796.4375,8.0,3.0,3.0,12.0,2.117459725916013e-06,Company_1130,Delhi,"4, Delhi",0.0003136951298289091,0.0,4,8,1
CIN000613,1077,7.0,297360.0,42480.0,7.0,0.0,0.0,7.0,3.0,1761030.0,587010.0,2.0,1.0,1.0,3.0,10.0,2058390.0,314745.0,9.0,1.0,1.0,10.0,4.372349263259149e-06,Company_613,West Bengal,"866, Uttar Pradesh",0.00034168545440099165,0.0,3,7,1
CIN000935,1078,7.0,278925.0,39846.42857142857,5.0,0.0,0.0,7.0,5.0,2068158.0,413631.6,5.0,1.0,1.0,5.0,12.0,2347083.0,226739.01428571428,10.0,1.0,1.0,12.0,4.260607741609479e-06,Company_935,Delhi,"882, Maharashtra",0.001023599780635979,0.0,5,7,1
CIN000290,1079,5.0,1230675.0,246135.0,3.0,1.0,1.0,5.0,3.0,268914.0,89638.0,2.0,0.0,0.0,3.0,8.0,1499589.0,167886.5,5.0,1.0,1.0,8.0,3.3342469169885884e-06,Company_290,Tamil Nadu,"131, Delhi",0.0005060512561797056,0.0,3,5,1
CIN000597,1080,2.0,1841888.0,920944.0,2.0,1.0,1.0,2.0,6.0,311967.0,51994.5,5.0,0.0,0.0,6.0,8.0,2153855.0,486469.25,7.0,1.0,1.0,8.0,3.2499866518405372e-06,Company_597,Karnataka,"68, West Bengal",0.0006235909941073847,0.0,6,2,1
CIN000059,1081,6.0,2948839.0,491473.1666666667,4.0,2.0,2.0,6.0,6.0,1867852.0,311308.6666666667,3.0,2.0,2.0,6.0,12.0,4816691.0,401390.9166666667,7.0,4.0,4.0,12.0,1.4532798554028065e-06,Company_59,Maharashtra,"522, West Bengal",0.0005549722772097903,0.030303030303030304,6,6,1
CIN000768,1082,4.0,221472.0,55368.0,3.0,0.0,0.0,4.0,7.0,3395716.0,485102.28571428574,5.0,3.0,3.0,7.0,11.0,3617188.0,270235.14285714284,8.0,3.0,3.0,11.0,2.2116627612388407e-06,Company_768,Uttar Pradesh,"26, Gujarat",0.0005310263685905637,0.0,7,4,1
CIN001431,1083,6.0,4395135.0,732522.5,5.0,3.0,3.0,6.0,8.0,4805257.0,600657.125,7.0,3.0,3.0,8.0,14.0,9200392.0,666589.8125,12.0,6.0,6.0,14.0,1.304292251895354e-06,Company_1431,Gujarat,"286, Maharashtra",0.0007243309381000635,0.0,8,6,1
CIN000603,1084,5.0,1485570.0,297114.0,5.0,1.0,1.0,5.0,2.0,1142957.0,571478.5,1.0,1.0,1.0,2.0,7.0,2628527.0,434296.25,6.0,2.0,2.0,7.0,2.282647277353438e-06,Company_603,Uttar Pradesh,"527, Uttar Pradesh",0.00015199178327556347,0.0,2,5,1
CIN001351,1085,9.0,498873.0,55430.333333333336,6.0,0.0,0.0,9.0,8.0,2067946.0,258493.25,7.0,1.0,1.0,8.0,17.0,2566819.0,156961.79166666666,13.0,1.0,1.0,17.0,5.064634475590215e-06,Company_1351,Tamil Nadu,"730, Karnataka",0.001183574861326134,0.0,8,9,1
CIN000811,1086,7.0,1258557.0,179793.85714285713,4.0,1.0,1.0,7.0,5.0,1026221.0,205244.2,5.0,1.0,1.0,5.0,12.0,2284778.0,192519.02857142856,9.0,2.0,2.0,12.0,3.939113559391766e-06,Company_811,Tamil Nadu,"987, Uttar Pradesh",0.0004985044358835135,0.0,5,7,1
CIN001606,1087,4.0,1885163.0,471290.75,3.0,2.0,2.0,4.0,11.0,1976248.0,179658.9090909091,9.0,2.0,2.0,11.0,15.0,3861411.0,325474.82954545453,12.0,4.0,4.0,15.0,3.107672299063736e-06,Company_1606,West Bengal,"204, Karnataka",0.0008867267423598559,0.02857142857142857,11,4,1
CIN000829,1088,9.0,5545602.0,616178.0,9.0,4.0,4.0,9.0,2.0,43188.0,21594.0,0.0,0.0,0.0,2.0,11.0,5588790.0,318886.0,9.0,4.0,4.0,11.0,1.6103664657287176e-06,Company_829,Tamil Nadu,"202, Maharashtra",0.00019797196173890235,0.0,2,9,1
CIN001289,1089,6.0,3160794.0,526799.0,5.0,2.0,2.0,6.0,4.0,157426.0,39356.5,2.0,0.0,0.0,4.0,10.0,3318220.0,283077.75,7.0,2.0,2.0,10.0,2.109564766652e-06,Company_1289,Tamil Nadu,"756, Gujarat",0.00030851965138262074,0.0,4,6,1
CIN001601,1090,10.0,2224511.0,222451.1,6.0,1.0,1.0,10.0,7.0,3352293.0,478899.0,6.0,3.0,3.0,7.0,17.0,5576804.0,350675.05,12.0,4.0,4.0,17.0,2.1517700819322323e-06,Company_1601,Uttar Pradesh,"430, Maharashtra",0.0006959186721678308,0.014705882352941176,7,10,1
CIN000812,1091,8.0,2715955.0,339494.375,8.0,2.0,2.0,8.0,3.0,193546.0,64515.333333333336,1.0,0.0,0.0,3.0,11.0,2909501.0,202004.85416666666,9.0,2.0,2.0,11.0,3.093313939400605e-06,Company_812,Uttar Pradesh,"199, Tamil Nadu",0.0002467873294937068,0.0,3,8,1
CIN000444,1092,8.0,3711459.0,463932.375,7.0,2.0,2.0,8.0,5.0,1749250.0,349850.0,4.0,1.0,1.0,5.0,13.0,5460709.0,406891.1875,11.0,3.0,3.0,13.0,2.014390439043721e-06,Company_444,West Bengal,"168, Tamil Nadu",0.0003964479902383956,0.0,5,8,1
CIN000916,1093,6.0,1993377.0,332229.5,4.0,1.0,1.0,6.0,5.0,161703.0,32340.6,4.0,0.0,0.0,5.0,11.0,2155080.0,182285.05,8.0,1.0,1.0,11.0,3.7121591773855265e-06,Company_916,Uttar Pradesh,"419, Delhi",0.0005645886294120115,0.0,5,6,1
CIN001352,1094,5.0,2952570.0,590514.0,5.0,2.0,2.0,5.0,5.0,350750.0,70150.0,4.0,0.0,0.0,5.0,10.0,3303320.0,330332.0,9.0,2.0,2.0,10.0,2.724531683276219e-06,Company_1352,Karnataka,"349, Maharashtra",0.00040746613604235077,0.0,5,5,1
CIN001517,1095,6.0,308104.0,51350.666666666664,4.0,0.0,0.0,6.0,4.0,155336.0,38834.0,4.0,0.0,0.0,4.0,10.0,463440.0,45092.33333333333,8.0,0.0,0.0,10.0,1.7262213015708613e-05,Company_1517,Uttar Pradesh,"634, Gujarat",0.0005189802907724887,0.0,4,6,0
CIN000977,1096,3.0,1629608.0,543202.6666666666,2.0,1.0,1.0,3.0,4.0,211907.0,52976.75,3.0,0.0,0.0,4.0,7.0,1841515.0,298089.7083333333,5.0,1.0,1.0,7.0,2.7151557277567654e-06,Company_977,West Bengal,"745, Uttar Pradesh",0.0002869919803166471,0.0,4,3,1
CIN001888,1097,8.0,2071960.0,258995.0,6.0,1.0,1.0,8.0,3.0,957341.0,319113.6666666667,3.0,1.0,1.0,3.0,11.0,3029301.0,289054.3333333334,9.0,2.0,2.0,11.0,2.970982414755087e-06,Company_1888,Gujarat,"915, Karnataka",0.0002360764936053316,0.0,3,8,1
CIN001706,1098,4.0,2475671.0,618917.75,3.0,2.0,2.0,4.0,5.0,1135309.0,227061.8,4.0,1.0,1.0,5.0,9.0,3610980.0,422989.775,7.0,3.0,3.0,9.0,1.938531922082094e-06,Company_1706,West Bengal,"253, West Bengal",0.0007157277482945159,0.0,5,4,1
CIN001824,1099,4.0,300051.0,75012.75,4.0,0.0,0.0,4.0,9.0,2002936.0,222548.44444444444,5.0,2.0,2.0,9.0,13.0,2302987.0,148780.59722222222,9.0,2.0,2.0,13.0,3.90796821692871e-06,Company_1824,Delhi,"446, Tamil Nadu",0.001083658325167687,0.0,9,4,1
CIN000826,1100,6.0,1816706.0,302784.3333333333,5.0,1.0,1.0,6.0,6.0,2102185.0,350364.1666666667,6.0,1.0,1.0,6.0,12.0,3918891.0,326574.25,11.0,2.0,2.0,12.0,2.8069165485847908e-06,Company_826,Karnataka,"827, Karnataka",0.0005569074899477593,0.0,6,6,1
CIN000492,1101,5.0,3363863.0,672772.6,4.0,2.0,2.0,5.0,9.0,2556160.0,284017.77777777775,8.0,2.0,2.0,9.0,14.0,5920023.0,478395.18888888886,12.0,4.0,4.0,14.0,2.0270191517837007e-06,Company_492,Gujarat,"627, Karnataka",0.0009058132400612622,0.0,9,5,1
CIN000253,1102,6.0,1962507.0,327084.5,6.0,1.0,1.0,6.0,4.0,917284.0,229321.0,4.0,1.0,1.0,4.0,10.0,2879791.0,278202.75,10.0,2.0,2.0,10.0,3.472474217747052e-06,Company_253,Delhi,"612, Delhi",0.0003440345429063901,0.0,4,6,1
CIN000944,1103,3.0,146541.0,48847.0,3.0,0.0,0.0,3.0,5.0,1966419.0,393283.8,5.0,1.0,1.0,5.0,8.0,2112960.0,221065.4,8.0,1.0,1.0,8.0,3.786157807057398e-06,Company_944,Karnataka,"984, Uttar Pradesh",0.0004604597834615026,0.0,5,3,1
CIN001511,1104,4.0,2605518.0,651379.5,3.0,3.0,3.0,4.0,6.0,3031618.0,505269.6666666667,5.0,2.0,2.0,6.0,10.0,5637136.0,578324.5833333334,8.0,5.0,5.0,10.0,1.4191603679599e-06,Company_1511,Gujarat,"464, Gujarat",0.000667337004883789,0.0,6,4,1
CIN000649,1105,4.0,1305535.0,326383.75,4.0,1.0,1.0,4.0,4.0,171405.0,42851.25,3.0,0.0,0.0,4.0,8.0,1476940.0,184617.5,7.0,1.0,1.0,8.0,4.739529026229908e-06,Company_649,Uttar Pradesh,"924, Uttar Pradesh",0.0003025058264143648,0.0,4,4,1
CIN000217,1106,7.0,368984.0,52712.0,6.0,0.0,0.0,7.0,4.0,264752.0,66188.0,3.0,0.0,0.0,4.0,11.0,633736.0,59450.0,9.0,0.0,0.0,11.0,1.4201497153388793e-05,Company_217,West Bengal,"548, Gujarat",0.0003037997794694403,0.01818181818181818,4,7,0
CIN001436,1107,4.0,778944.0,194736.0,2.0,1.0,1.0,4.0,8.0,1587236.0,198404.5,6.0,2.0,2.0,8.0,12.0,2366180.0,196570.25,8.0,3.0,3.0,12.0,3.380976933284873e-06,Company_1436,Tamil Nadu,"188, Uttar Pradesh",0.0005040026385375848,0.030303030303030304,8,4,1
CIN000509,1108,3.0,169515.0,56505.0,2.0,0.0,0.0,3.0,3.0,211248.0,70416.0,3.0,0.0,0.0,3.0,6.0,380763.0,63460.5,5.0,0.0,0.0,6.0,1.31315280108624e-05,Company_509,Uttar Pradesh,"489, Karnataka",0.000405621054362099,0.0,3,3,0
CIN000174,1109,4.0,218369.0,54592.25,4.0,0.0,0.0,4.0,4.0,2121633.0,530408.25,4.0,1.0,1.0,4.0,8.0,2340002.0,292500.25,8.0,1.0,1.0,8.0,3.418800496751712e-06,Company_174,Karnataka,"121, Gujarat",0.0004556968734152489,0.0,4,4,1
CIN000487,1110,7.0,1773468.0,253352.57142857142,6.0,2.0,2.0,7.0,7.0,282628.0,40375.42857142857,6.0,0.0,0.0,7.0,14.0,2056096.0,146864.0,12.0,2.0,2.0,14.0,5.836303363267085e-06,Company_487,Karnataka,"942, Karnataka",0.0005334314926989507,0.01098901098901099,7,7,1
CIN001861,1111,1.0,42016.0,42016.0,0.0,0.0,0.0,1.0,7.0,1254375.0,179196.42857142858,7.0,1.0,1.0,7.0,8.0,1296391.0,110606.21428571429,7.0,1.0,1.0,8.0,5.399605520248135e-06,Company_1861,Gujarat,"976, West Bengal",0.0005863339115518225,0.0,7,1,1
CIN000814,1112,5.0,267507.0,53501.4,4.0,0.0,0.0,5.0,7.0,3361978.0,480282.5714285714,6.0,2.0,2.0,7.0,12.0,3629485.0,266891.9857142857,10.0,2.0,2.0,12.0,2.7552118275733334e-06,Company_814,Maharashtra,"415, Maharashtra",0.0005176144802218711,0.0,7,5,1
CIN000308,1113,5.0,976744.0,195348.8,4.0,1.0,1.0,5.0,9.0,1790599.0,198955.44444444444,4.0,1.0,1.0,9.0,14.0,2767343.0,197152.1222222222,8.0,2.0,2.0,14.0,2.890859571798653e-06,Company_308,Uttar Pradesh,"12, Gujarat",0.0006994507088383637,0.0,9,5,1
CIN001506,1114,4.0,297459.0,74364.75,3.0,0.0,0.0,4.0,4.0,1163236.0,290809.0,4.0,1.0,1.0,4.0,8.0,1460695.0,182586.875,7.0,1.0,1.0,8.0,4.792239310739066e-06,Company_1506,Maharashtra,"712, Tamil Nadu",0.0005284292527846608,0.0,4,4,1
CIN000840,1115,5.0,1222450.0,244490.0,3.0,1.0,1.0,5.0,5.0,207663.0,41532.6,3.0,0.0,0.0,5.0,10.0,1430113.0,143011.3,6.0,1.0,1.0,10.0,4.195472665446717e-06,Company_840,West Bengal,"130, Uttar Pradesh",0.0005188981258289868,0.022222222222222223,5,5,1
CIN001047,1116,6.0,2490472.0,415078.6666666667,5.0,2.0,2.0,6.0,1.0,35633.0,35633.0,1.0,0.0,0.0,1.0,7.0,2526105.0,225355.83333333334,6.0,2.0,2.0,7.0,2.3751981805981936e-06,Company_1047,Maharashtra,"506, Karnataka",0.0001751414722328421,0.0,1,6,1
CIN001232,1117,5.0,1754273.0,350854.6,5.0,1.0,1.0,5.0,4.0,1949478.0,487369.5,3.0,1.0,1.0,4.0,9.0,3703751.0,419112.05,8.0,2.0,2.0,9.0,2.159972417152233e-06,Company_1232,Karnataka,"151, Tamil Nadu",0.0004055534525477379,0.0,4,5,1
CIN000258,1118,6.0,4613110.0,768851.6666666666,6.0,3.0,3.0,6.0,8.0,5583358.0,697919.75,8.0,4.0,4.0,7.0,14.0,10196468.0,733385.7083333333,14.0,7.0,7.0,13.0,1.3730244629807107e-06,Company_258,Karnataka,"641, Delhi",0.0006694492042857593,0.02564102564102564,7,6,1
CIN001656,1119,9.0,1467943.0,163104.77777777778,6.0,1.0,1.0,9.0,5.0,296375.0,59275.0,5.0,0.0,0.0,5.0,14.0,1764318.0,111189.88888888889,11.0,1.0,1.0,14.0,6.234703721211255e-06,Company_1656,Delhi,"14, Delhi",0.0006942955062122128,0.01098901098901099,5,9,1
CIN000508,1120,6.0,1788113.0,298018.8333333333,6.0,1.0,1.0,6.0,5.0,2245832.0,449166.4,5.0,2.0,2.0,5.0,11.0,4033945.0,373592.6166666667,11.0,3.0,3.0,11.0,2.7268591911887744e-06,Company_508,Delhi,"257, Maharashtra",0.0004517797630694884,0.0,5,6,1
CIN001782,1121,7.0,3368995.0,481285.0,7.0,2.0,2.0,7.0,2.0,124758.0,62379.0,1.0,0.0,0.0,2.0,9.0,3493753.0,271832.0,8.0,2.0,2.0,9.0,2.2898012538379217e-06,Company_1782,Tamil Nadu,"359, West Bengal",0.00025547191603433135,0.027777777777777776,2,7,1
CIN000991,1122,7.0,1421899.0,203128.42857142858,6.0,1.0,1.0,7.0,5.0,3057976.0,611595.2,5.0,2.0,2.0,5.0,12.0,4479875.0,407361.8142857143,11.0,3.0,3.0,12.0,2.4554256536175675e-06,Company_991,Gujarat,"234, Tamil Nadu",0.0003678024318990713,0.0,5,7,1
CIN001897,1123,7.0,1677392.0,239627.42857142858,7.0,1.0,1.0,7.0,8.0,1170440.0,146305.0,7.0,1.0,1.0,8.0,15.0,2847832.0,192966.2142857143,14.0,2.0,2.0,15.0,4.9160203270417636e-06,Company_1897,Uttar Pradesh,"643, West Bengal",0.0010833117345696458,0.009523809523809525,8,7,1
CIN000953,1124,2.0,1890413.0,945206.5,2.0,1.0,1.0,2.0,7.0,2656898.0,379556.85714285716,5.0,2.0,2.0,7.0,9.0,4547311.0,662381.6785714286,7.0,3.0,3.0,9.0,1.5393712899777472e-06,Company_953,Gujarat,"884, Gujarat",0.0005182277282191763,0.0,7,2,1
CIN001666,1125,5.0,4228126.0,845625.2,4.0,3.0,3.0,5.0,5.0,2066874.0,413374.8,4.0,1.0,1.0,5.0,10.0,6295000.0,629500.0,8.0,4.0,4.0,10.0,1.2708498808578236e-06,Company_1666,Gujarat,"99, Delhi",0.0003856800354503075,0.0,5,5,1
CIN000955,1126,7.0,1833650.0,261950.0,4.0,1.0,1.0,7.0,5.0,5559925.0,1111985.0,5.0,3.0,3.0,5.0,12.0,7393575.0,686967.5,9.0,4.0,4.0,12.0,1.2172731053651313e-06,Company_955,Maharashtra,"591, Karnataka",0.0004920343579020509,0.0,5,7,1
CIN001385,1127,7.0,1127363.0,161051.85714285713,5.0,1.0,1.0,6.0,9.0,3487542.0,387504.6666666667,8.0,3.0,3.0,9.0,16.0,4614905.0,274278.2619047619,13.0,4.0,4.0,15.0,2.816959395697203e-06,Company_1385,Karnataka,"476, Maharashtra",0.000683880917578745,0.0,9,6,1
CIN000576,1128,6.0,383365.0,63894.166666666664,5.0,0.0,0.0,6.0,2.0,1548324.0,774162.0,2.0,1.0,1.0,2.0,8.0,1931689.0,419028.0833333333,7.0,1.0,1.0,8.0,3.62377173551229e-06,Company_576,Karnataka,"533, Delhi",0.0001470536115143755,0.0,2,6,1
CIN001688,1129,8.0,1749545.0,218693.125,5.0,2.0,2.0,8.0,2.0,170132.0,85066.0,1.0,0.0,0.0,2.0,10.0,1919677.0,151879.5625,6.0,2.0,2.0,10.0,3.125525804601503e-06,Company_1688,Delhi,"377, Delhi",0.00025316017458210306,0.0,2,8,1
CIN000019,1130,7.0,1533884.0,219126.2857142857,5.0,1.0,1.0,7.0,10.0,4026589.0,402658.9,10.0,3.0,3.0,10.0,17.0,5560473.0,310892.59285714285,15.0,4.0,4.0,17.0,2.6976122355058644e-06,Company_19,Tamil Nadu,"605, Karnataka",0.0008080068424542872,0.0,10,7,1
CIN000490,1131,4.0,748171.0,187042.75,4.0,1.0,1.0,4.0,5.0,296212.0,59242.4,3.0,0.0,0.0,5.0,9.0,1044383.0,123142.575,7.0,1.0,1.0,9.0,6.7025219675157486e-06,Company_490,Gujarat,"411, Gujarat",0.0004613577177030605,0.0,5,4,1
CIN000321,1132,7.0,1202625.0,171803.57142857142,6.0,1.0,1.0,7.0,5.0,1130194.0,226038.8,5.0,1.0,1.0,5.0,12.0,2332819.0,198921.1857142857,11.0,2.0,2.0,12.0,4.715325106662797e-06,Company_321,West Bengal,"440, West Bengal",0.0005110670859088065,0.0,5,7,1
CIN001610,1133,6.0,290967.0,48494.5,3.0,0.0,0.0,6.0,4.0,224006.0,56001.5,1.0,0.0,0.0,4.0,10.0,514973.0,52248.0,4.0,0.0,0.0,10.0,7.767397514044426e-06,Company_1610,Uttar Pradesh,"339, Tamil Nadu",0.0004001868047612303,0.0,4,6,0
CIN001599,1134,4.0,2309879.0,577469.75,4.0,2.0,2.0,4.0,2.0,165240.0,82620.0,2.0,0.0,0.0,2.0,6.0,2475119.0,330044.875,6.0,2.0,2.0,6.0,2.42412587031169e-06,Company_1599,Karnataka,"257, Gujarat",0.00016191522286527354,0.0,2,4,1
CIN000239,1135,3.0,175438.0,58479.333333333336,3.0,0.0,0.0,3.0,5.0,262019.0,52403.8,3.0,0.0,0.0,5.0,8.0,437457.0,55441.566666666666,6.0,0.0,0.0,8.0,1.3715633765147202e-05,Company_239,Karnataka,"45, West Bengal",0.000637579837116501,0.03571428571428571,5,3,0
CIN001828,1136,7.0,2702813.0,386116.14285714284,6.0,2.0,2.0,7.0,7.0,1355239.0,193605.57142857142,5.0,2.0,2.0,7.0,14.0,4058052.0,289860.85714285716,11.0,4.0,4.0,14.0,2.710660188681663e-06,Company_1828,West Bengal,"761, Tamil Nadu",0.0006031900876857544,0.01098901098901099,7,7,1
CIN000827,1137,8.0,1828409.0,228551.125,5.0,1.0,1.0,8.0,7.0,1874248.0,267749.71428571426,7.0,1.0,1.0,7.0,15.0,3702657.0,248150.41964285713,12.0,2.0,2.0,15.0,3.240915915246808e-06,Company_827,Uttar Pradesh,"129, Gujarat",0.0004966522179536469,0.009523809523809525,7,8,1
CIN001416,1138,7.0,5500959.0,785851.2857142857,6.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5500959.0,785851.2857142857,6.0,3.0,3.0,7.0,1.0907189091938332e-06,Company_1416,Tamil Nadu,"413, Maharashtra",7.656431107509684e-05,0.0,0,7,1
CIN000250,1139,9.0,460604.0,51178.22222222222,6.0,0.0,0.0,9.0,7.0,5053698.0,721956.8571428572,7.0,4.0,4.0,7.0,16.0,5514302.0,386567.5396825397,13.0,4.0,4.0,16.0,2.3575059907854158e-06,Company_250,Delhi,"156, Tamil Nadu",0.0006310032737238621,0.008333333333333333,7,9,1
CIN000001,1140,8.0,1916060.0,239507.5,5.0,1.0,1.0,8.0,6.0,2027470.0,337911.6666666667,5.0,1.0,1.0,6.0,14.0,3943530.0,288709.5833333334,10.0,2.0,2.0,14.0,2.5357991444213686e-06,Company_1,Karnataka,"282, Maharashtra",0.0004125725261770279,0.0,6,8,1
CIN001489,1141,7.0,3380496.0,482928.0,5.0,2.0,2.0,7.0,7.0,1845823.0,263689.0,6.0,1.0,1.0,7.0,14.0,5226319.0,373308.5,11.0,3.0,3.0,14.0,2.1047318389864834e-06,Company_1489,Tamil Nadu,"334, Uttar Pradesh",0.0006463021015683223,0.0,7,7,1
CIN001775,1142,10.0,1302540.0,130254.0,9.0,1.0,1.0,10.0,6.0,3068719.0,511453.1666666667,5.0,2.0,2.0,6.0,16.0,4371259.0,320853.5833333334,14.0,3.0,3.0,16.0,3.2027386160371646e-06,Company_1775,West Bengal,"791, Karnataka",0.0005386346741241577,0.025,6,10,1
CIN001253,1143,2.0,129120.0,64560.0,0.0,0.0,0.0,2.0,4.0,132584.0,33146.0,3.0,0.0,0.0,4.0,6.0,261704.0,48853.0,3.0,0.0,0.0,6.0,1.1463332620059303e-05,Company_1253,West Bengal,"47, Karnataka",0.0003969258191640925,0.0,4,2,0
CIN001873,1144,5.0,1032441.0,206488.2,4.0,1.0,1.0,5.0,6.0,1456654.0,242775.66666666666,5.0,1.0,1.0,6.0,11.0,2489095.0,224631.93333333335,9.0,2.0,2.0,11.0,3.6157719974528896e-06,Company_1873,Tamil Nadu,"243, Uttar Pradesh",0.0005474180775918135,0.01818181818181818,6,5,1
CIN001530,1145,1.0,29893.0,29893.0,1.0,0.0,0.0,1.0,6.0,2466349.0,411058.1666666667,4.0,2.0,2.0,6.0,7.0,2496242.0,220475.58333333334,5.0,2.0,2.0,7.0,2.003010926023999e-06,Company_1530,Maharashtra,"98, Delhi",0.00044202143996802817,0.0,6,1,1
CIN001479,1146,6.0,323999.0,53999.833333333336,5.0,0.0,0.0,6.0,1.0,44831.0,44831.0,1.0,0.0,0.0,1.0,7.0,368830.0,49415.41666666667,6.0,0.0,0.0,7.0,1.6267657186237564e-05,Company_1479,Karnataka,"764, Uttar Pradesh",0.00010219989595933555,0.0,1,6,0
CIN000359,1147,4.0,2630540.0,657635.0,3.0,2.0,2.0,4.0,5.0,203469.0,40693.8,5.0,0.0,0.0,5.0,9.0,2834009.0,349164.4,8.0,2.0,2.0,9.0,2.8228562435757968e-06,Company_359,Gujarat,"491, Gujarat",0.0004453163615275175,0.0,5,4,1
CIN000270,1148,5.0,2098433.0,419686.6,5.0,2.0,2.0,5.0,6.0,2878686.0,479781.0,5.0,2.0,2.0,6.0,11.0,4977119.0,449733.8,10.0,4.0,4.0,11.0,2.009194475759973e-06,Company_270,Gujarat,"531, Tamil Nadu",0.0006308817761136836,0.03636363636363636,6,5,1
CIN001439,1149,3.0,2889598.0,963199.3333333334,2.0,2.0,2.0,3.0,7.0,1860609.0,265801.28571428574,6.0,1.0,1.0,7.0,10.0,4750207.0,614500.3095238096,8.0,3.0,3.0,10.0,1.6841371333922921e-06,Company_1439,Tamil Nadu,"707, West Bengal",0.0009788506215617086,0.0,7,3,1
CIN001219,1150,4.0,119726.0,29931.5,4.0,0.0,0.0,4.0,7.0,2679647.0,382806.71428571426,7.0,2.0,2.0,7.0,11.0,2799373.0,206369.10714285713,11.0,2.0,2.0,11.0,3.929451344997612e-06,Company_1219,Maharashtra,"735, Tamil Nadu",0.0006444370647586628,0.0,7,4,1
CIN001984,1151,10.0,2469798.0,246979.8,8.0,1.0,1.0,10.0,4.0,305981.0,76495.25,2.0,0.0,0.0,4.0,14.0,2775779.0,161737.525,10.0,1.0,1.0,14.0,3.6025922813019337e-06,Company_1984,Delhi,"502, Uttar Pradesh",0.00035507537089005895,0.01098901098901099,4,10,1
CIN001906,1152,1.0,22905.0,22905.0,1.0,0.0,0.0,1.0,6.0,1945813.0,324302.1666666667,5.0,1.0,1.0,6.0,7.0,1968718.0,173603.58333333334,6.0,1.0,1.0,7.0,3.047668584327466e-06,Company_1906,Maharashtra,"180, Tamil Nadu",0.000517977893017127,0.0,6,1,1
CIN000236,1153,8.0,3991919.0,498989.875,7.0,3.0,3.0,8.0,6.0,328329.0,54721.5,3.0,0.0,0.0,6.0,14.0,4320248.0,276855.6875,10.0,3.0,3.0,14.0,2.314681934925958e-06,Company_236,Delhi,"459, Karnataka",0.0003818505116141126,0.0,6,8,1
CIN001085,1154,6.0,1809140.0,301523.3333333333,6.0,2.0,2.0,6.0,4.0,2046710.0,511677.5,4.0,2.0,2.0,4.0,10.0,3855850.0,406600.4166666666,10.0,4.0,4.0,10.0,2.5934618825939804e-06,Company_1085,West Bengal,"324, Tamil Nadu",0.0005701064174054216,0.022222222222222223,4,6,1
CIN000980,1155,4.0,1603251.0,400812.75,4.0,1.0,1.0,4.0,4.0,200653.0,50163.25,4.0,0.0,0.0,4.0,8.0,1803904.0,225488.0,8.0,1.0,1.0,8.0,4.434825800042574e-06,Company_980,Tamil Nadu,"634, West Bengal",0.0005601766539026772,0.0,4,4,1
CIN001273,1156,6.0,277489.0,46248.166666666664,6.0,0.0,0.0,6.0,2.0,905767.0,452883.5,2.0,1.0,1.0,2.0,8.0,1183256.0,249565.83333333334,8.0,1.0,1.0,8.0,6.76100522625704e-06,Company_1273,West Bengal,"717, Delhi",0.00019314003361160656,0.0,2,6,1
CIN000483,1157,3.0,646045.0,215348.33333333334,3.0,1.0,1.0,3.0,1.0,10657.0,10657.0,1.0,0.0,0.0,1.0,4.0,656702.0,113002.66666666667,4.0,1.0,1.0,4.0,6.091042816985482e-06,Company_483,Gujarat,"442, Delhi",0.00012211314510657682,0.0,1,3,1
CIN000542,1158,8.0,3144202.0,393025.25,6.0,2.0,2.0,8.0,7.0,2012321.0,287474.4285714286,4.0,2.0,2.0,7.0,15.0,5156523.0,340249.8392857143,10.0,4.0,4.0,15.0,1.9392912627365376e-06,Company_542,Karnataka,"306, Gujarat",0.0007391596102310819,0.0,7,8,1
CIN000391,1159,6.0,3892243.0,648707.1666666666,5.0,3.0,3.0,6.0,6.0,379376.0,63229.333333333336,5.0,0.0,0.0,6.0,12.0,4271619.0,355968.25,10.0,3.0,3.0,12.0,2.3410327559644245e-06,Company_391,Gujarat,"266, Delhi",0.000579706341048635,0.0,6,6,1
CIN001682,1160,10.0,641777.0,64177.7,9.0,0.0,0.0,10.0,8.0,3857266.0,482158.25,6.0,3.0,3.0,8.0,18.0,4499043.0,273167.975,15.0,3.0,3.0,18.0,3.334042373011327e-06,Company_1682,Uttar Pradesh,"929, Uttar Pradesh",0.0007803312399583959,0.0,8,10,1
