company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,total_invoices_sent,total_invoices_received,total_amount_sent,total_amount_received,unique_buyers,unique_sellers,avg_invoice_amount_sent,avg_invoice_amount_received,days_since_registration,invoices_per_month,amount_variance,circular_trading_score,self_invoicing_count,late_filing_count,gst_compliance_rate,turnover_vs_industry_avg,buyer_concentration,seller_concentration,weekend_transaction_ratio,round_amount_ratio,is_fraud
D01C0486,Company_0486,YGL40P6PPCHEB4A,UDYFS0321U,2023-10-03,247 Street 45,Ahmedabad,Gujarat,Logistics,31452620.97,262,185,6921858.85,3382143.86,64,44,26419.31,18281.86,195,1.6,0.598,0.7467,8,15,0.727,1.253,0.551,0.467,0.224,0.425,0
D01C0487,Company_0487,26IVYH3B1WZEQ9L,GCRIW4834C,2020-06-17,332 Street 18,Ahmedabad,Gujarat,Healthcare,14575832.9,343,414,622797.8,9929117.76,18,56,1815.74,23983.38,855,15.13,0.977,0.8678,2,5,0.859,1.579,0.925,0.47,0.25,0.261,0
D01C0488,Company_0488,23CKQFUHKVUKKT8,OUFLO2520Y,2020-11-18,319 Street 47,Delhi,Delhi,Agriculture,566494.04,276,137,1649603.22,3162675.89,53,55,5976.82,23085.23,143,3.54,0.28,0.4504,1,17,0.817,1.221,0.471,0.284,0.269,0.231,0
D01C0489,Company_0489,6FSV89KOIGG9TIH,LDMJL5538K,2021-03-28,87 Street 47,Ahmedabad,Gujarat,Retail,28880121.16,455,209,7176571.15,7388202.6,37,15,15772.68,35350.25,478,19.91,1.352,0.7354,8,10,0.868,2.0,0.011,0.77,0.034,0.369,1
D01C0490,Company_0490,FZC3YEKAO94CVEO,DSFLU3087H,2020-04-26,371 Street 31,Ahmedabad,Gujarat,IT Services,15641066.29,154,473,9707656.05,7179467.3,50,17,63036.73,15178.58,127,38.2,1.301,0.1954,4,19,0.863,0.68,0.493,0.123,0.176,0.435,0
D01C0491,Company_0491,5IQWI9SPQUKWS36,MYYIA2226D,2022-03-11,563 Street 12,Ahmedabad,Gujarat,Agriculture,25911653.17,89,18,9299026.25,5746948.1,24,61,104483.44,319274.89,1395,14.52,1.044,0.1939,7,14,0.983,0.597,0.438,0.226,0.288,0.069,0
D01C0492,Company_0492,ETVSTGB5TW9L5WZ,RQAOC7189G,2021-03-24,837 Street 46,Chennai,Tamil Nadu,Retail,45828652.07,468,417,9015616.58,3708078.27,88,76,19264.14,8892.27,341,31.09,0.993,0.3674,3,2,0.797,0.784,0.985,0.587,0.265,0.146,0
D01C0493,Company_0493,9G2R9IHS3OZ4GBB,NROIJ7126B,2024-02-05,943 Street 12,Mumbai,Maharashtra,Construction,21381091.95,342,124,1321045.97,2122243.66,38,79,3862.71,17114.87,899,31.74,0.344,0.3492,9,18,0.941,1.427,0.75,0.413,0.16,0.366,0
D01C0494,Company_0494,REL4V2MH6FK50NB,UGXVK9528E,2022-07-06,545 Street 27,Mumbai,Maharashtra,Manufacturing,12445062.23,235,454,1501992.73,9800992.2,88,98,6391.46,21588.09,1177,13.33,0.735,0.3021,0,1,0.933,1.938,0.243,0.003,0.283,0.421,0
D01C0495,Company_0495,HGXHAO8Y54VX034,SSREN0067V,2022-07-05,607 Street 24,Kolkata,West Bengal,Healthcare,18627558.69,138,322,769034.33,705643.01,51,95,5572.71,2191.44,810,24.28,0.61,0.5498,8,14,0.925,0.79,0.826,0.245,0.079,0.304,0
D01C0496,Company_0496,CO72OKHW4BBQOT4,NGUDS9182Z,2022-07-24,799 Street 6,Delhi,Delhi,Finance,46599869.72,168,147,5448275.32,2400466.13,59,5,32430.21,16329.7,336,8.03,1.118,0.0127,9,18,0.78,1.096,0.808,0.005,0.016,0.314,0
D01C0497,Company_0497,23V07YF1Z2WLNAQ,XXSTM3772W,2020-05-29,313 Street 2,Ahmedabad,Gujarat,Manufacturing,46849732.23,269,56,8830737.42,3123549.73,77,88,32828.02,55777.67,973,4.43,0.898,0.3592,7,18,0.772,0.818,0.204,0.591,0.07,0.178,0
D01C0498,Company_0498,8A47IO4VFCG3U7Z,JNPBI7198H,2021-10-08,162 Street 41,Kolkata,West Bengal,IT Services,42232064.43,475,454,5341329.41,9099558.37,70,30,11244.9,20043.08,1495,39.86,1.688,0.685,3,18,0.806,1.003,0.644,0.619,0.214,0.193,0
D01C0499,Company_0499,4NZHDV49M79POXC,TXPWE6531C,2020-09-09,266 Street 5,Pune,Maharashtra,Finance,46018305.06,202,331,7828067.09,7148024.17,76,26,38752.81,21595.24,761,9.79,1.432,0.2075,1,10,0.862,1.07,0.46,0.046,0.206,0.274,0
D01C0500,Company_0500,3WW5VLG8MYNH9LT,OFBCG1918O,2021-04-09,493 Street 22,Mumbai,Maharashtra,Finance,11472224.47,304,130,1925115.18,2690449.91,61,73,6332.62,20695.77,422,7.18,1.042,0.1808,3,13,0.982,0.735,0.09,0.647,0.218,0.364,0
D01C0501,Company_0501,68DGQUHLP3KSCTE,DDFDG5039V,2020-01-12,876 Street 42,Mumbai,Maharashtra,Construction,4465362.26,132,383,8637957.04,1686787.96,38,45,65439.07,4404.15,393,48.39,1.239,0.2941,7,5,0.898,1.56,0.004,0.308,0.109,0.27,1
D01C0502,Company_0502,LN6YFJIZNW0KS4M,AYBMX8057S,2020-06-11,583 Street 35,Pune,Maharashtra,Manufacturing,11442755.84,77,200,1914876.47,8810949.26,58,6,24868.53,44054.75,1349,3.73,0.854,0.0056,0,11,0.89,1.435,0.234,0.394,0.121,0.419,0
D01C0503,Company_0503,9FR3BOYP5D4P3PN,DSJDX8611M,2023-11-29,533 Street 12,Bangalore,Karnataka,Construction,15787393.14,168,287,594903.05,7948142.17,64,11,3541.09,27693.88,925,34.42,0.513,0.3448,4,19,0.955,1.771,0.334,0.29,0.252,0.414,0
D01C0504,Company_0504,CGYHG02HNZMVFX7,IROWP6942D,2021-10-15,165 Street 8,Chennai,Tamil Nadu,Construction,8820817.23,287,279,4243835.55,431954.95,78,19,14786.88,1548.23,831,19.37,1.51,0.8284,1,18,0.898,1.773,0.229,0.039,0.181,0.13,0
D01C0505,Company_0505,2JI25C9HP14L7PD,GIMYK8211T,2022-12-20,674 Street 32,Mumbai,Maharashtra,Logistics,30393998.68,36,416,5573289.08,8799043.39,73,25,154813.59,21151.55,1119,9.5,1.853,0.0223,2,3,0.712,0.797,0.511,0.809,0.086,0.407,0
D01C0506,Company_0506,G8IM3U83GQ119BJ,EPPUN4442Z,2020-11-09,489 Street 28,Ahmedabad,Gujarat,Logistics,20737962.11,361,293,9708882.99,5900000.46,54,38,26894.41,20136.52,190,14.37,0.596,0.0303,1,6,0.721,1.844,0.562,0.454,0.064,0.052,0
D01C0507,Company_0507,KD6HQIB24QQXPN8,DFODQ6234C,2020-04-12,92 Street 45,Hyderabad,Telangana,Retail,40835940.44,20,419,962950.64,4602495.11,40,78,48147.53,10984.48,1493,36.85,1.301,0.3744,6,15,0.722,2.0,0.301,0.578,0.293,0.157,0
D01C0508,Company_0508,D5XOD41MOR7X3FH,MTLPK1350X,2020-08-27,532 Street 27,Kolkata,West Bengal,Logistics,9338006.87,335,385,2775485.03,6754826.17,73,71,8285.03,17545.0,1144,42.92,1.448,0.0654,2,1,0.929,1.48,0.568,0.524,0.226,0.317,0
D01C0509,Company_0509,0A9Z6RM5DHZWT3J,RJBZJ1677E,2023-08-23,220 Street 20,Chennai,Tamil Nadu,Retail,35123638.83,427,411,1095815.34,442455.85,76,30,2566.31,1076.53,194,14.17,1.5,0.853,4,15,0.896,1.427,0.94,0.785,0.225,0.353,0
D01C0510,Company_0510,ZD28O4TFQILT0ET,QFVHY4615W,2021-07-18,579 Street 23,Delhi,Delhi,Logistics,12093745.68,46,493,3934874.39,3336695.97,56,52,85540.75,6768.15,617,18.01,0.613,0.3636,4,13,0.972,0.726,0.743,0.683,0.17,0.484,0
D01C0511,Company_0511,OZ394BZB8NBQ0QS,IAINF7281C,2022-12-18,302 Street 47,Hyderabad,Telangana,Healthcare,28753532.53,147,170,2925660.28,926081.76,11,6,19902.45,5447.54,1131,21.07,0.294,0.7087,1,10,0.787,1.062,0.745,0.998,0.111,0.307,0
D01C0512,Company_0512,TO1JC72LXBWLHPI,MRZGZ1054V,2021-02-01,449 Street 18,Hyderabad,Telangana,Logistics,17514481.1,382,231,5157338.48,6852192.77,89,26,13500.89,29663.17,1281,41.54,1.465,0.3425,3,4,0.836,1.021,0.55,0.445,0.034,0.305,0
D01C0513,Company_0513,KAHOKORV1AQ7P2H,RGCVQ1714R,2022-10-24,915 Street 43,Bangalore,Karnataka,Logistics,2942523.53,248,114,3515153.98,4010216.57,9,66,14174.01,35177.34,249,37.75,0.942,0.2854,8,11,0.83,1.865,0.093,0.92,0.032,0.39,0
D01C0514,Company_0514,NP8X3TWAH0NBZCW,YVUPA0592O,2022-07-25,282 Street 26,Bangalore,Karnataka,Retail,11517802.18,394,280,9285868.78,4815593.21,28,66,23568.19,17198.55,1471,11.26,1.397,0.0055,1,17,0.937,1.197,0.404,0.123,0.264,0.213,0
D01C0515,Company_0515,D7IDEMJSUA1KEYK,VAJUP4306P,2021-03-31,451 Street 37,Delhi,Delhi,Finance,33238717.51,241,479,7909980.57,2933543.22,26,24,32821.5,6124.31,1363,27.6,0.211,0.27,4,0,0.871,1.824,0.04,0.744,0.262,0.197,0
D01C0516,Company_0516,46RTVH0GU98C4K6,QIUND8162T,2021-11-29,218 Street 9,Bangalore,Karnataka,Retail,24912779.66,65,62,8617063.12,7893530.48,40,14,132570.2,127315.01,670,38.57,1.343,0.5582,0,16,0.857,0.758,0.523,0.014,0.279,0.045,0
D01C0517,Company_0517,7HN1N5NTE0FXAEH,RMBPY5509W,2021-10-22,595 Street 21,Delhi,Delhi,Construction,25998897.61,119,419,1338534.41,512801.19,64,24,11248.19,1223.87,880,24.46,0.648,0.3952,7,2,0.983,1.905,0.187,0.455,0.054,0.441,0
D01C0518,Company_0518,UB1ERDON0VESKU0,JCXFJ3385P,2023-06-04,858 Street 9,Bangalore,Karnataka,Construction,8818535.49,79,249,5771948.16,2847200.18,44,48,73062.63,11434.54,756,28.22,1.768,0.8452,6,5,0.945,1.989,0.002,0.64,0.209,0.425,0
D01C0519,Company_0519,M5ZUD1X6G17P8A3,TSQJX8962I,2021-06-30,404 Street 4,Hyderabad,Telangana,Logistics,28578720.99,276,454,2187086.23,5926428.82,71,17,7924.23,13053.81,870,11.41,0.414,0.2536,2,7,0.765,1.993,0.108,0.214,0.138,0.322,0
D01C0520,Company_0520,273DWA7T3VJ63AG,ZUQUD8865E,2021-07-03,516 Street 50,Chennai,Tamil Nadu,Finance,49837995.92,254,349,8688973.79,7911828.35,65,83,34208.56,22670.0,1124,33.31,0.947,0.9202,8,8,0.794,1.939,0.977,0.384,0.049,0.273,0
D01C0521,Company_0521,G7EMXXLVHBIPIFA,SFHML4883I,2024-01-13,16 Street 35,Bangalore,Karnataka,Logistics,40860071.93,269,256,199443.25,6035913.39,38,83,741.42,23577.79,171,4.53,1.941,0.145,9,14,0.783,1.612,0.861,0.217,0.16,0.001,0
D01C0522,Company_0522,QR8F5Q2ZVVXO360,YLIJR0593P,2023-06-23,211 Street 15,Chennai,Tamil Nadu,Construction,29759193.93,49,462,1102154.94,7318362.25,13,42,22492.96,15840.61,1027,18.72,0.264,0.4839,5,15,0.902,1.935,0.644,0.552,0.089,0.15,1
D01C0523,Company_0523,NRALDMB46GYIZE9,AOLRW7396L,2020-09-13,373 Street 34,Kolkata,West Bengal,Healthcare,48801854.51,471,246,3791767.9,284102.75,8,79,8050.46,1154.89,1422,20.62,0.861,0.202,3,8,0.927,1.457,0.408,0.69,0.024,0.491,0
D01C0524,Company_0524,VBULRYZKJJSNI4M,URGIA5233A,2022-03-25,839 Street 11,Bangalore,Karnataka,Finance,45087972.97,47,227,4050834.37,2586489.71,73,12,86187.97,11394.23,542,30.83,0.642,0.1122,1,6,0.969,0.765,0.767,0.728,0.173,0.233,0
D01C0525,Company_0525,LUUJVCR881NTUTV,TUUVB7993O,2021-06-22,717 Street 16,Mumbai,Maharashtra,Agriculture,29820835.89,154,34,2808339.83,468813.01,11,11,18235.97,13788.62,1408,47.48,0.257,0.0789,6,15,0.899,0.591,0.62,0.199,0.27,0.315,0
D01C0526,Company_0526,7R7L3SH66MTSG6W,DSNKY9923X,2023-06-26,426 Street 29,Mumbai,Maharashtra,IT Services,1718073.63,291,67,1005826.84,5025123.36,12,68,3456.45,75001.84,396,11.74,1.449,0.098,2,1,0.716,1.788,0.906,0.506,0.217,0.433,0
D01C0527,Company_0527,1VHBWGQL4LGIPRS,ULXTE1555U,2021-11-19,101 Street 17,Mumbai,Maharashtra,Agriculture,4769497.08,245,457,1231367.53,9891945.95,72,94,5025.99,21645.4,1070,27.66,1.169,0.4434,9,3,0.775,1.28,0.012,0.938,0.027,0.254,0
D01C0528,Company_0528,EUAQ5TFAO3KM6PW,ZZHOY5702C,2021-05-15,500 Street 25,Hyderabad,Telangana,Manufacturing,3362048.58,389,150,3213550.3,184628.56,34,87,8261.05,1230.86,518,40.31,1.977,0.4939,2,17,0.874,1.711,0.647,0.324,0.21,0.247,0
D01C0529,Company_0529,RQRWUDMQYNOCEXA,DLPWR4452P,2021-07-06,746 Street 38,Bangalore,Karnataka,Healthcare,22641484.12,312,28,9510388.7,4436746.43,99,92,30482.02,158455.23,1420,30.54,0.532,0.2945,6,2,0.99,1.196,0.871,0.418,0.037,0.45,0
D01C0530,Company_0530,GW47OZMTOEWNAH1,DXQKP4889R,2022-09-03,318 Street 40,Pune,Maharashtra,Retail,18834198.18,401,365,2113695.32,97624.86,82,96,5271.06,267.47,893,37.2,0.299,0.7103,3,9,0.701,0.849,0.29,0.5,0.299,0.139,0
D01C0531,Company_0531,CUMEWFH7TQROAEG,TNOPI8594U,2020-10-23,790 Street 8,Pune,Maharashtra,Manufacturing,48769966.71,437,36,7485439.19,6148241.76,41,5,17129.15,170784.49,1052,6.71,0.993,0.0215,7,6,0.701,0.992,0.394,0.057,0.054,0.149,0
D01C0532,Company_0532,IL84PEWJMHM9KKA,NOLVT2894J,2023-09-05,992 Street 14,Hyderabad,Telangana,Finance,8482366.33,138,215,2618977.21,1874419.32,79,20,18978.1,8718.23,1453,41.95,1.478,0.3096,5,3,0.992,0.746,0.167,0.539,0.069,0.108,0
D01C0533,Company_0533,NR1VI9UTGRTGGUL,SYTBK4386T,2023-04-23,810 Street 44,Delhi,Delhi,Logistics,48642100.84,450,291,420540.54,7141780.75,34,76,934.53,24542.2,1072,16.25,0.486,0.8428,3,9,0.908,1.969,0.741,0.054,0.23,0.187,0
D01C0534,Company_0534,S00H435IXIZU6WP,IKWFO8589B,2023-06-05,459 Street 13,Kolkata,West Bengal,Logistics,38396995.96,408,10,209719.48,1638502.69,95,35,514.02,163850.27,869,22.42,0.468,0.5475,2,16,0.988,0.997,0.251,0.123,0.089,0.413,0
D01C0535,Company_0535,4UNXZ17GNF7ETTX,AXEBZ1334T,2023-12-15,32 Street 35,Chennai,Tamil Nadu,Retail,41229468.2,65,416,1569424.02,8294327.77,60,86,24144.98,19938.29,240,5.16,0.131,0.0552,5,2,0.94,0.611,0.458,0.142,0.167,0.148,0
D01C0536,Company_0536,FICLCEF41OO795F,NBNNY2659A,2023-09-13,584 Street 15,Ahmedabad,Gujarat,IT Services,31667529.26,321,24,4647737.72,2101472.73,54,92,14478.93,87561.36,665,34.67,1.265,0.5102,6,7,0.719,1.612,0.322,0.795,0.278,0.288,0
D01C0537,Company_0537,HUJNBR8C155HWA0,NGOJM6916A,2023-05-08,1 Street 18,Delhi,Delhi,IT Services,33469765.23,190,468,7571215.92,3554551.92,86,57,39848.5,7595.2,440,42.52,1.215,0.2943,5,13,0.967,1.064,0.727,0.0,0.274,0.317,0
D01C0538,Company_0538,IZHQJF0JO93NCTP,ITOVA5177W,2022-08-20,438 Street 33,Hyderabad,Telangana,Healthcare,23896428.44,216,177,7301708.57,2344255.8,50,52,33804.21,13244.38,985,24.7,0.974,0.1663,1,6,0.788,0.588,0.305,0.834,0.254,0.065,0
D01C0539,Company_0539,AEHEXXWFAXNBWTF,CDOUJ1744D,2020-12-07,377 Street 20,Bangalore,Karnataka,Finance,755504.21,235,469,3556274.95,8086460.7,15,58,15133.08,17241.92,288,5.97,1.442,0.6793,1,10,0.786,1.427,0.909,0.306,0.18,0.304,1
D01C0540,Company_0540,WR89OD9QIVG7Q9X,EPTBV9549V,2022-03-28,643 Street 8,Chennai,Tamil Nadu,IT Services,17715003.67,248,285,4817435.82,4928186.06,20,53,19425.14,17291.88,1296,6.04,0.213,0.1968,0,10,0.943,1.527,0.17,0.175,0.123,0.364,0
D01C0541,Company_0541,G5PPCXF4PGODP23,MPERT9245W,2020-05-13,943 Street 50,Chennai,Tamil Nadu,Logistics,24654382.89,319,147,8150033.85,8744643.38,75,67,25548.7,59487.37,667,6.67,1.363,0.3959,7,17,0.706,0.579,0.03,0.343,0.281,0.467,1
D01C0542,Company_0542,81UKGB1JRD32FDG,ZZSUT8020V,2023-03-14,542 Street 26,Hyderabad,Telangana,Manufacturing,36531551.43,454,493,8392108.92,1344355.43,28,16,18484.82,2726.89,1063,25.25,0.458,0.7278,2,4,0.866,1.53,0.762,0.649,0.124,0.315,0
D01C0543,Company_0543,RPB66RHGI4NZZWO,KIYFS6099S,2021-03-11,883 Street 1,Kolkata,West Bengal,Agriculture,23484554.3,262,337,3233171.17,5014633.2,41,15,12340.35,14880.22,584,31.48,0.355,0.8099,8,11,0.82,1.686,0.587,0.332,0.293,0.075,0
D01C0544,Company_0544,2Z46YBJCHHWHBL1,NDMUS6319H,2023-02-28,527 Street 20,Kolkata,West Bengal,Finance,22924505.31,10,191,92436.93,7777305.66,29,58,9243.69,40718.88,1060,2.63,1.8,0.6015,2,16,0.998,1.237,0.859,0.221,0.241,0.048,0
D01C0545,Company_0545,WT9AYFFXB4IHBII,MVMII5387F,2020-01-17,889 Street 18,Pune,Maharashtra,Agriculture,6969370.77,152,242,516961.89,9813041.18,74,55,3401.07,40549.76,909,4.07,1.408,0.1308,1,0,0.736,1.087,0.133,0.516,0.266,0.392,0
D01C0546,Company_0546,FCTPB60HU9YK7NK,EJKSS5802W,2022-01-09,673 Street 30,Pune,Maharashtra,Retail,643347.82,264,76,7391183.41,6750108.42,30,75,27996.91,88817.22,1347,49.34,1.306,0.0109,8,16,0.71,0.73,0.148,0.018,0.084,0.241,0
D01C0547,Company_0547,D2SOUV4WEZK8B2G,HQRAD2712A,2021-12-17,12 Street 5,Bangalore,Karnataka,IT Services,37938085.2,326,293,2762691.2,1870861.74,77,57,8474.51,6385.19,146,15.26,0.219,0.2926,0,9,0.991,0.763,0.212,0.832,0.195,0.168,0
D01C0548,Company_0548,WW384BY87QG58GF,EXNQI2520O,2021-12-05,819 Street 7,Mumbai,Maharashtra,Finance,16065646.62,332,482,4840783.83,7609740.91,81,68,14580.67,15787.84,886,24.36,0.291,0.4839,0,10,0.812,1.429,0.046,0.163,0.006,0.463,0
D01C0549,Company_0549,9IEJ9GB6ZBFAX7B,NAEHJ4915T,2023-01-01,140 Street 6,Mumbai,Maharashtra,Logistics,49220734.16,109,268,1960711.1,792620.39,83,54,17988.18,2957.54,1499,31.9,0.894,0.0757,1,14,0.982,1.268,0.495,0.809,0.021,0.141,0
D01C0550,Company_0550,AGBBR8QJR462UWI,BPNGS2318V,2023-08-31,872 Street 33,Mumbai,Maharashtra,Agriculture,11089687.89,361,465,8478773.52,7639586.01,49,22,23486.91,16429.22,401,36.03,1.575,0.0835,7,19,0.93,1.663,0.012,0.081,0.081,0.275,0
D01C0551,Company_0551,1OA1ZP0OFGGLHYD,GDKFD2191E,2021-04-03,278 Street 19,Delhi,Delhi,Healthcare,17001530.47,305,479,5058607.22,8286761.55,16,49,16585.6,17300.13,826,6.36,0.118,0.9795,5,17,0.739,1.757,0.556,0.971,0.134,0.217,0
D01C0552,Company_0552,06B7LY2EWM04FOP,KYNDF2307H,2023-06-15,445 Street 19,Ahmedabad,Gujarat,Finance,26242417.17,81,135,5295243.75,5614136.68,15,33,65373.38,41586.2,449,6.37,0.983,0.6243,9,10,0.824,1.468,0.055,0.599,0.178,0.235,0
D01C0553,Company_0553,GN1J88MMXFUJGTJ,QDUVC8222D,2020-03-27,742 Street 6,Ahmedabad,Gujarat,Manufacturing,37769083.71,273,29,2916391.9,4952572.26,88,93,10682.75,170778.35,622,45.69,0.48,0.8229,0,0,0.706,1.744,0.734,0.731,0.07,0.03,1
D01C0554,Company_0554,IWHYYXYLGNAAV19,ZHODW3028X,2021-10-13,770 Street 14,Delhi,Delhi,Construction,23246503.42,154,152,5144392.35,9368447.86,98,54,33405.15,61634.53,389,16.88,1.798,0.781,7,6,0.782,0.516,0.813,0.371,0.048,0.373,1
D01C0555,Company_0555,Z796Y9DUDDGM5HN,XZVUG7756R,2021-06-21,279 Street 47,Mumbai,Maharashtra,Finance,6328644.9,460,279,69538.27,50964.66,57,47,151.17,182.67,412,36.47,1.237,0.5102,4,9,0.894,0.531,0.001,0.885,0.105,0.35,0
D01C0556,Company_0556,OTP436T7Z1QUNM6,PLNOV9528I,2023-01-12,181 Street 34,Hyderabad,Telangana,Logistics,15693818.79,199,363,2809085.65,145190.6,35,42,14116.01,399.97,841,35.77,1.406,0.607,9,1,0.834,1.598,0.149,0.999,0.272,0.096,0
D01C0557,Company_0557,DQE12RQG3N0OSBS,KVSPH1246S,2021-02-19,228 Street 31,Bangalore,Karnataka,Construction,25275506.57,79,135,3520191.69,2556916.66,35,27,44559.39,18940.12,1255,23.97,1.634,0.2825,4,16,0.919,1.801,0.39,0.508,0.019,0.358,0
D01C0558,Company_0558,CW6ARL35GLIBK7A,QKAJW9974O,2020-09-26,563 Street 50,Chennai,Tamil Nadu,Agriculture,33725065.5,496,92,2875311.32,5081480.81,67,92,5797.0,55233.49,376,5.47,1.217,0.936,8,16,0.997,1.316,0.029,0.448,0.249,0.365,0
D01C0559,Company_0559,9YQWLLE381UW5LX,IMZVW9774K,2022-09-14,213 Street 10,Bangalore,Karnataka,Manufacturing,38530482.82,188,416,905224.66,5427145.67,26,90,4815.02,13046.02,223,44.6,1.71,0.6169,5,7,0.749,1.109,0.107,0.802,0.037,0.348,0
D01C0560,Company_0560,G9B2AT9EX9TQJMD,JQMDP5955X,2023-11-27,341 Street 7,Bangalore,Karnataka,Construction,6603755.47,68,71,5241723.03,3744359.62,27,24,77084.16,52737.46,636,41.89,0.994,0.4068,5,18,0.91,1.38,0.404,0.837,0.102,0.039,0
D01C0561,Company_0561,PWPBW95TAEN9ZKP,BSZZG4428Y,2020-05-13,362 Street 7,Chennai,Tamil Nadu,IT Services,1243465.05,125,475,7895367.38,2962478.18,47,9,63162.94,6236.8,942,22.15,0.431,0.0502,1,1,0.969,1.648,0.48,0.818,0.291,0.38,0
D01C0562,Company_0562,MPPDVKKCYDY0T11,ZOHSK8367W,2021-10-06,745 Street 24,Pune,Maharashtra,Retail,26002207.88,473,149,9428854.43,2063555.1,61,44,19934.15,13849.36,139,23.34,1.319,0.1048,3,18,0.961,1.393,0.89,0.534,0.23,0.231,0
D01C0563,Company_0563,1G48SA29USDQHNE,GCIXO5888C,2023-01-03,132 Street 32,Kolkata,West Bengal,Construction,40518436.66,408,166,4998033.43,8012804.85,97,28,12250.08,48269.91,940,27.75,1.955,0.4439,4,3,0.764,1.661,0.553,0.035,0.233,0.266,0
D01C0564,Company_0564,I79F8HJ7VJBLRQB,VRYVD8868N,2021-11-25,539 Street 48,Bangalore,Karnataka,IT Services,728927.97,370,246,5957850.89,3193432.9,42,31,16102.3,12981.43,827,19.55,0.765,0.0238,0,5,0.876,1.07,0.734,0.958,0.106,0.17,0
D01C0565,Company_0565,QNMH3F654OJYYEI,DRMKS0715H,2022-09-02,819 Street 35,Delhi,Delhi,Construction,33656245.25,87,438,2944056.38,4950056.46,48,15,33839.73,11301.5,490,25.73,1.625,0.2886,0,4,0.831,0.68,0.303,0.733,0.009,0.397,1
D01C0566,Company_0566,0REUSMK1FN2HBJL,KRLHX6390S,2020-06-30,810 Street 19,Ahmedabad,Gujarat,IT Services,34371730.51,406,396,1534137.11,8122344.37,90,24,3778.66,20510.97,331,24.16,1.387,0.2149,8,3,0.807,1.732,0.489,0.02,0.063,0.495,0
D01C0567,Company_0567,GKVNHZMYRK5JPX1,YUCQE5434B,2022-11-28,210 Street 50,Chennai,Tamil Nadu,Logistics,22517413.0,239,13,1362123.32,6142971.48,77,47,5699.26,472536.27,1413,15.01,1.089,0.2215,9,11,0.827,1.547,0.888,0.92,0.289,0.23,0
D01C0568,Company_0568,HN2UEN1ICBWX02Z,UOOIG9053F,2021-07-26,766 Street 47,Ahmedabad,Gujarat,Retail,45747955.47,21,20,7336989.72,4115654.54,99,68,349380.46,205782.73,151,43.75,0.374,0.1927,4,2,0.963,1.885,0.028,0.544,0.141,0.115,0
D01C0569,Company_0569,93K1JXVOB593JB1,JYOWW2130U,2022-10-23,243 Street 26,Delhi,Delhi,Logistics,32253618.13,89,41,7357970.88,1810197.01,6,94,82673.83,44151.15,734,3.31,1.694,0.8392,2,11,0.808,1.503,0.372,0.182,0.225,0.274,0
D01C0570,Company_0570,I50YMQ91NDT7Y12,YIGOB1811V,2021-04-13,897 Street 1,Bangalore,Karnataka,Construction,361467.9,233,263,1834532.67,4006638.29,21,38,7873.53,15234.37,372,18.85,0.91,0.466,8,10,0.948,1.729,0.881,0.118,0.048,0.179,0
D01C0571,Company_0571,77PAPB8LG31RRXX,MTFRM4031E,2022-07-05,684 Street 26,Ahmedabad,Gujarat,IT Services,24272979.43,120,118,4164925.78,4877865.9,31,90,34707.71,41337.85,1365,38.93,1.588,0.5431,4,17,0.922,1.115,0.539,0.952,0.213,0.22,0
D01C0572,Company_0572,1ZGVYM4LHEEUWFN,UWDDI0218W,2022-12-27,878 Street 41,Chennai,Tamil Nadu,Retail,42979958.52,428,101,5961736.06,9906316.7,6,68,13929.29,98082.34,937,24.79,1.224,0.5808,0,11,0.875,0.79,0.109,0.825,0.086,0.219,0
D01C0573,Company_0573,42QNTWY08O8CUME,LEIAB5909F,2023-12-28,368 Street 9,Bangalore,Karnataka,Retail,41536938.54,272,234,1296555.36,2877741.01,57,61,4766.75,12298.04,549,39.53,0.576,0.0943,0,4,0.714,0.801,0.296,0.25,0.066,0.467,0
D01C0574,Company_0574,ROMCMHBXKSO8BB5,XJNBU3798B,2023-10-19,567 Street 36,Chennai,Tamil Nadu,IT Services,32492794.44,116,112,7864421.05,1698114.78,64,93,67796.73,15161.74,561,24.65,0.43,0.064,1,14,0.991,1.491,0.792,0.778,0.193,0.326,1
D01C0575,Company_0575,14ZVNWMQN3E53CB,TFHDO2112R,2020-03-29,206 Street 5,Chennai,Tamil Nadu,Retail,33717551.35,207,124,6218922.42,2244726.36,58,30,30043.1,18102.63,923,49.48,1.502,0.9868,4,11,0.972,1.945,0.11,0.412,0.222,0.469,0
D01C0576,Company_0576,AD8O6VISI9QPA12,ARPCM4979K,2022-12-06,486 Street 41,Kolkata,West Bengal,Construction,28967129.03,260,295,6171455.83,2154100.08,84,89,23736.37,7302.03,708,44.32,0.313,0.2838,8,9,0.727,0.536,0.143,0.875,0.139,0.384,0
D01C0577,Company_0577,HY5LJ4X9ZCT3FP9,ICVWF9588I,2023-12-12,906 Street 20,Bangalore,Karnataka,Agriculture,13778576.78,223,321,7027020.51,806674.52,60,58,31511.3,2513.0,666,1.38,0.513,0.1419,7,19,0.788,1.666,0.493,0.912,0.028,0.234,0
